,index,font_name,char,char_id,style,style_id,x_min,x_max,y_min,y_max,contour_max,order_max,split
37401,37401,Tajawal-Black.ttf,N,13,SANS_SERIF,0,77,673,0,633,1,13,test
37402,37402,Tajawal-Black.ttf,O,14,SANS_SERIF,0,37,623,-12,645,2,17,test
37403,37403,Tajawal-Black.ttf,P,15,SANS_SERIF,0,77,514,0,645,2,17,test
37404,37404,Tajawal-Black.ttf,Q,16,SANS_SERIF,0,37,637,-107,645,2,21,test
37405,37405,Tajawal-Black.ttf,R,17,SANS_SERIF,0,77,558,0,645,2,20,test
37406,37406,Tajawal-Black.ttf,S,18,SANS_SERIF,0,37,502,-12,645,1,33,test
37407,37407,Tajawal-Black.ttf,T,19,SANS_SERIF,0,12,538,0,633,1,9,test
37408,37408,Tajawal-Black.ttf,U,20,SANS_SERIF,0,77,579,-12,633,1,15,test
37409,37409,Tajawal-Black.ttf,V,21,SANS_SERIF,0,2,581,0,633,1,8,test
37410,37410,Tajawal-Black.ttf,W,22,SANS_SERIF,0,2,768,0,633,1,18,test
37411,37411,Tajawal-Black.ttf,X,23,SANS_SERIF,0,5,630,0,633,1,19,test
37412,37412,Tajawal-Black.ttf,Y,24,SANS_SERIF,0,2,590,0,633,1,12,test
37413,37413,Tajawal-Black.ttf,Z,25,SANS_SERIF,0,12,482,0,633,1,11,test
37414,37414,Tajawal-ExtraLight.ttf,A,0,SANS_SERIF,0,21,508,0,633,2,9,test
37415,37415,Tajawal-ExtraLight.ttf,B,1,SANS_SERIF,0,90,452,-7,640,3,25,test
37416,37416,Tajawal-ExtraLight.ttf,C,2,SANS_SERIF,0,50,480,-12,645,1,33,test
37417,37417,Tajawal-ExtraLight.ttf,D,3,SANS_SERIF,0,90,531,-12,645,2,18,test
37418,37418,Tajawal-ExtraLight.ttf,E,4,SANS_SERIF,0,94,450,0,633,1,13,test
37419,37419,Tajawal-ExtraLight.ttf,F,5,SANS_SERIF,0,94,437,0,633,1,11,test
37420,37420,Tajawal-ExtraLight.ttf,G,6,SANS_SERIF,0,50,500,-6,640,1,39,test
37421,37421,Tajawal-ExtraLight.ttf,H,7,SANS_SERIF,0,90,515,0,633,1,13,test
37422,37422,Tajawal-ExtraLight.ttf,I,8,SANS_SERIF,0,98,125,0,633,1,5,test
37423,37423,Tajawal-ExtraLight.ttf,J,9,SANS_SERIF,0,-78,110,-168,633,1,14,test
37424,37424,Tajawal-ExtraLight.ttf,K,10,SANS_SERIF,0,90,417,0,633,1,12,test
37425,37425,Tajawal-ExtraLight.ttf,L,11,SANS_SERIF,0,90,382,0,633,1,7,test
37426,37426,Tajawal-ExtraLight.ttf,M,12,SANS_SERIF,0,90,623,0,633,1,27,test
37427,37427,Tajawal-ExtraLight.ttf,N,13,SANS_SERIF,0,90,469,0,633,1,13,test
37428,37428,Tajawal-ExtraLight.ttf,O,14,SANS_SERIF,0,50,573,-12,645,2,21,test
37429,37429,Tajawal-ExtraLight.ttf,P,15,SANS_SERIF,0,90,432,0,645,2,19,test
37430,37430,Tajawal-ExtraLight.ttf,Q,16,SANS_SERIF,0,50,573,-109,645,2,25,test
37431,37431,Tajawal-ExtraLight.ttf,R,17,SANS_SERIF,0,90,431,0,645,2,20,test
37432,37432,Tajawal-ExtraLight.ttf,S,18,SANS_SERIF,0,45,416,-12,645,1,47,test
37433,37433,Tajawal-ExtraLight.ttf,T,19,SANS_SERIF,0,25,474,0,633,1,9,test
37434,37434,Tajawal-ExtraLight.ttf,U,20,SANS_SERIF,0,90,516,-12,634,1,15,test
37435,37435,Tajawal-ExtraLight.ttf,V,21,SANS_SERIF,0,21,494,0,633,1,8,test
37436,37436,Tajawal-ExtraLight.ttf,W,22,SANS_SERIF,0,21,888,0,633,1,14,test
37437,37437,Tajawal-ExtraLight.ttf,X,23,SANS_SERIF,0,19,498,0,633,1,13,test
37438,37438,Tajawal-ExtraLight.ttf,Y,24,SANS_SERIF,0,22,463,0,633,1,10,test
37439,37439,Tajawal-ExtraLight.ttf,Z,25,SANS_SERIF,0,27,413,0,633,1,11,test
37440,37440,Tajawal-Regular.ttf,A,0,SANS_SERIF,0,15,546,0,633,2,9,test
37441,37441,Tajawal-Regular.ttf,B,1,SANS_SERIF,0,90,486,-12,645,3,21,test
37442,37442,Tajawal-Regular.ttf,C,2,SANS_SERIF,0,50,506,-12,645,1,27,test
37443,37443,Tajawal-Regular.ttf,D,3,SANS_SERIF,0,90,565,-12,645,2,14,test
37444,37444,Tajawal-Regular.ttf,E,4,SANS_SERIF,0,86,471,0,633,1,13,test
37445,37445,Tajawal-Regular.ttf,F,5,SANS_SERIF,0,86,458,0,633,1,11,test
37446,37446,Tajawal-Regular.ttf,G,6,SANS_SERIF,0,50,525,-12,645,1,31,test
37447,37447,Tajawal-Regular.ttf,H,7,SANS_SERIF,0,90,559,0,633,1,13,test
37448,37448,Tajawal-Regular.ttf,I,8,SANS_SERIF,0,90,164,0,633,1,5,test
37449,37449,Tajawal-Regular.ttf,J,9,SANS_SERIF,0,-85,148,-168,633,1,13,test
37450,37450,Tajawal-Regular.ttf,K,10,SANS_SERIF,0,90,496,0,633,1,13,test
37451,37451,Tajawal-Regular.ttf,L,11,SANS_SERIF,0,90,413,0,633,1,7,test
37452,37452,Tajawal-Regular.ttf,M,12,SANS_SERIF,0,90,682,0,633,1,22,test
37453,37453,Tajawal-Regular.ttf,N,13,SANS_SERIF,0,90,548,0,633,1,15,test
37454,37454,Tajawal-Regular.ttf,O,14,SANS_SERIF,0,50,594,-12,645,2,17,test
37455,37455,Tajawal-Regular.ttf,P,15,SANS_SERIF,0,90,468,0,645,2,14,test
37456,37456,Tajawal-Regular.ttf,Q,16,SANS_SERIF,0,50,594,-109,645,2,21,test
37457,37457,Tajawal-Regular.ttf,R,17,SANS_SERIF,0,90,483,0,645,2,18,test
37458,37458,Tajawal-Regular.ttf,S,18,SANS_SERIF,0,51,450,-12,645,1,35,test
37459,37459,Tajawal-Regular.ttf,T,19,SANS_SERIF,0,25,501,0,633,1,9,test
37460,37460,Tajawal-Regular.ttf,U,20,SANS_SERIF,0,90,542,-12,633,1,15,test
37461,37461,Tajawal-Regular.ttf,V,21,SANS_SERIF,0,15,531,0,633,1,8,test
37462,37462,Tajawal-Regular.ttf,W,22,SANS_SERIF,0,15,857,0,633,1,16,test
37463,37463,Tajawal-Regular.ttf,X,23,SANS_SERIF,0,15,549,0,633,1,13,test
37464,37464,Tajawal-Regular.ttf,Y,24,SANS_SERIF,0,15,515,0,633,1,10,test
37465,37465,Tajawal-Regular.ttf,Z,25,SANS_SERIF,0,25,440,0,633,1,11,test
37466,37466,Tajawal-Bold.ttf,A,0,SANS_SERIF,0,5,581,0,633,2,11,test
37467,37467,Tajawal-Bold.ttf,B,1,SANS_SERIF,0,80,515,-12,645,3,21,test
37468,37468,Tajawal-Bold.ttf,C,2,SANS_SERIF,0,40,532,-12,645,1,27,test
37469,37469,Tajawal-Bold.ttf,D,3,SANS_SERIF,0,80,591,-12,645,2,14,test
37470,37470,Tajawal-Bold.ttf,E,4,SANS_SERIF,0,64,491,0,633,1,13,test
37471,37471,Tajawal-Bold.ttf,F,5,SANS_SERIF,0,64,478,0,633,1,11,test
37472,37472,Tajawal-Bold.ttf,G,6,SANS_SERIF,0,40,548,-12,645,1,30,test
37473,37473,Tajawal-Bold.ttf,H,7,SANS_SERIF,0,80,612,0,633,1,13,test
37474,37474,Tajawal-Bold.ttf,I,8,SANS_SERIF,0,80,209,0,633,1,5,test
37475,37475,Tajawal-Bold.ttf,J,9,SANS_SERIF,0,-95,189,-168,633,1,13,test
37476,37476,Tajawal-Bold.ttf,K,10,SANS_SERIF,0,80,604,0,633,1,17,test
37477,37477,Tajawal-Bold.ttf,L,11,SANS_SERIF,0,80,448,0,633,1,7,test
37478,37478,Tajawal-Bold.ttf,M,12,SANS_SERIF,0,80,757,0,633,1,18,test
37479,37479,Tajawal-Bold.ttf,N,13,SANS_SERIF,0,80,638,0,633,1,13,test
37480,37480,Tajawal-Bold.ttf,O,14,SANS_SERIF,0,40,614,-12,645,2,17,test
37481,37481,Tajawal-Bold.ttf,P,15,SANS_SERIF,0,80,500,0,645,2,15,test
37482,37482,Tajawal-Bold.ttf,Q,16,SANS_SERIF,0,40,618,-107,645,2,21,test
37483,37483,Tajawal-Bold.ttf,R,17,SANS_SERIF,0,80,536,0,645,2,20,test
37484,37484,Tajawal-Bold.ttf,S,18,SANS_SERIF,0,45,491,-12,645,1,34,test
37485,37485,Tajawal-Bold.ttf,T,19,SANS_SERIF,0,15,527,0,633,1,9,test
37486,37486,Tajawal-Bold.ttf,U,20,SANS_SERIF,0,80,568,-12,633,1,15,test
37487,37487,Tajawal-Bold.ttf,V,21,SANS_SERIF,0,5,566,0,633,1,8,test
37488,37488,Tajawal-Bold.ttf,W,22,SANS_SERIF,0,5,793,0,633,1,16,test
37489,37489,Tajawal-Bold.ttf,X,23,SANS_SERIF,0,5,606,0,633,1,16,test
37490,37490,Tajawal-Bold.ttf,Y,24,SANS_SERIF,0,5,568,0,633,1,12,test
37491,37491,Tajawal-Bold.ttf,Z,25,SANS_SERIF,0,15,469,0,633,1,12,test
37492,37492,Tajawal-Medium.ttf,A,0,SANS_SERIF,0,15,561,0,633,2,9,test
37493,37493,Tajawal-Medium.ttf,B,1,SANS_SERIF,0,90,499,-12,645,3,21,test
37494,37494,Tajawal-Medium.ttf,C,2,SANS_SERIF,0,50,518,-12,645,1,27,test
37495,37495,Tajawal-Medium.ttf,D,3,SANS_SERIF,0,90,577,-12,645,2,14,test
37496,37496,Tajawal-Medium.ttf,E,4,SANS_SERIF,0,82,481,0,633,1,13,test
37497,37497,Tajawal-Medium.ttf,F,5,SANS_SERIF,0,82,468,0,633,1,11,test
37498,37498,Tajawal-Medium.ttf,G,6,SANS_SERIF,0,50,536,-12,645,1,31,test
37499,37499,Tajawal-Medium.ttf,H,7,SANS_SERIF,0,90,580,0,633,1,13,test
37500,37500,Tajawal-Medium.ttf,I,8,SANS_SERIF,0,90,182,0,633,1,5,test
37501,37501,Tajawal-Medium.ttf,J,9,SANS_SERIF,0,-85,165,-168,633,1,13,test
37502,37502,Tajawal-Medium.ttf,K,10,SANS_SERIF,0,90,535,0,633,1,14,test
37503,37503,Tajawal-Medium.ttf,L,11,SANS_SERIF,0,90,428,0,633,1,7,test
37504,37504,Tajawal-Medium.ttf,M,12,SANS_SERIF,0,90,710,0,633,1,23,test
37505,37505,Tajawal-Medium.ttf,N,13,SANS_SERIF,0,90,585,0,633,1,13,test
37506,37506,Tajawal-Medium.ttf,O,14,SANS_SERIF,0,50,604,-12,645,2,17,test
37507,37507,Tajawal-Medium.ttf,P,15,SANS_SERIF,0,90,482,0,645,2,14,test
37508,37508,Tajawal-Medium.ttf,Q,16,SANS_SERIF,0,50,604,-107,645,2,21,test
37509,37509,Tajawal-Medium.ttf,R,17,SANS_SERIF,0,90,504,0,645,2,17,test
37510,37510,Tajawal-Medium.ttf,S,18,SANS_SERIF,0,51,465,-12,645,1,34,test
37511,37511,Tajawal-Medium.ttf,T,19,SANS_SERIF,0,25,513,0,633,1,9,test
37512,37512,Tajawal-Medium.ttf,U,20,SANS_SERIF,0,90,554,-12,633,1,15,test
37513,37513,Tajawal-Medium.ttf,V,21,SANS_SERIF,0,15,546,0,633,1,8,test
37514,37514,Tajawal-Medium.ttf,W,22,SANS_SERIF,0,15,839,0,633,1,16,test
37515,37515,Tajawal-Medium.ttf,X,23,SANS_SERIF,0,15,570,0,633,1,13,test
37516,37516,Tajawal-Medium.ttf,Y,24,SANS_SERIF,0,15,536,0,633,1,10,test
37517,37517,Tajawal-Medium.ttf,Z,25,SANS_SERIF,0,25,453,0,633,1,17,test
37518,37518,Tajawal-Light.ttf,A,0,SANS_SERIF,0,15,530,0,633,2,9,test
37519,37519,Tajawal-Light.ttf,B,1,SANS_SERIF,0,90,473,-12,645,3,18,test
37520,37520,Tajawal-Light.ttf,C,2,SANS_SERIF,0,50,494,-12,645,1,27,test
37521,37521,Tajawal-Light.ttf,D,3,SANS_SERIF,0,90,552,-12,645,2,14,test
37522,37522,Tajawal-Light.ttf,E,4,SANS_SERIF,0,90,461,0,633,1,13,test
37523,37523,Tajawal-Light.ttf,F,5,SANS_SERIF,0,90,448,0,633,1,11,test
37524,37524,Tajawal-Light.ttf,G,6,SANS_SERIF,0,50,513,-12,645,1,31,test
37525,37525,Tajawal-Light.ttf,H,7,SANS_SERIF,0,90,538,0,633,1,13,test
37526,37526,Tajawal-Light.ttf,I,8,SANS_SERIF,0,90,145,0,633,1,5,test
37527,37527,Tajawal-Light.ttf,J,9,SANS_SERIF,0,-85,130,-168,633,1,14,test
37528,37528,Tajawal-Light.ttf,K,10,SANS_SERIF,0,90,459,0,633,1,12,test
37529,37529,Tajawal-Light.ttf,L,11,SANS_SERIF,0,90,398,0,633,1,7,test
37530,37530,Tajawal-Light.ttf,M,12,SANS_SERIF,0,90,654,0,633,1,23,test
37531,37531,Tajawal-Light.ttf,N,13,SANS_SERIF,0,90,510,0,633,1,14,test
37532,37532,Tajawal-Light.ttf,O,14,SANS_SERIF,0,50,584,-12,645,2,17,test
37533,37533,Tajawal-Light.ttf,P,15,SANS_SERIF,0,90,454,0,645,2,16,test
37534,37534,Tajawal-Light.ttf,Q,16,SANS_SERIF,0,50,584,-111,645,2,22,test
37535,37535,Tajawal-Light.ttf,R,17,SANS_SERIF,0,90,462,0,645,2,20,test
37536,37536,Tajawal-Light.ttf,S,18,SANS_SERIF,0,50,433,-12,645,1,37,test
37537,37537,Tajawal-Light.ttf,T,19,SANS_SERIF,0,25,488,0,633,1,9,test
37538,37538,Tajawal-Light.ttf,U,20,SANS_SERIF,0,90,529,-12,633,1,15,test
37539,37539,Tajawal-Light.ttf,V,21,SANS_SERIF,0,15,516,0,633,1,8,test
37540,37540,Tajawal-Light.ttf,W,22,SANS_SERIF,0,15,875,0,633,1,14,test
37541,37541,Tajawal-Light.ttf,X,23,SANS_SERIF,0,15,527,0,633,1,13,test
37542,37542,Tajawal-Light.ttf,Y,24,SANS_SERIF,0,15,494,0,633,1,10,test
37543,37543,Tajawal-Light.ttf,Z,25,SANS_SERIF,0,25,426,0,633,1,11,test
37544,37544,Viga-Regular.ttf,A,0,SANS_SERIF,0,15,623,0,712,2,13,test
37545,37545,Viga-Regular.ttf,B,1,SANS_SERIF,0,83,599,0,712,3,18,test
37546,37546,Viga-Regular.ttf,C,2,SANS_SERIF,0,39,572,-6,718,1,32,test
37547,37547,Viga-Regular.ttf,D,3,SANS_SERIF,0,83,621,0,712,2,18,test
37548,37548,Viga-Regular.ttf,E,4,SANS_SERIF,0,83,552,0,712,1,19,test
37549,37549,Viga-Regular.ttf,F,5,SANS_SERIF,0,83,552,0,712,1,17,test
37550,37550,Viga-Regular.ttf,G,6,SANS_SERIF,0,39,576,-6,718,1,37,test
37551,37551,Viga-Regular.ttf,H,7,SANS_SERIF,0,73,612,0,712,1,13,test
37552,37552,Viga-Regular.ttf,I,8,SANS_SERIF,0,83,222,0,712,1,5,test
37553,37553,Viga-Regular.ttf,J,9,SANS_SERIF,0,7,447,-6,712,1,16,test
37554,37554,Viga-Regular.ttf,K,10,SANS_SERIF,0,83,649,0,712,1,13,test
37555,37555,Viga-Regular.ttf,L,11,SANS_SERIF,0,83,522,0,712,1,13,test
37556,37556,Viga-Regular.ttf,M,12,SANS_SERIF,0,73,748,0,712,1,16,test
37557,37557,Viga-Regular.ttf,N,13,SANS_SERIF,0,73,638,-8,712,1,15,test
37558,37558,Viga-Regular.ttf,O,14,SANS_SERIF,0,39,605,-6,718,2,21,test
37559,37559,Viga-Regular.ttf,P,15,SANS_SERIF,0,83,594,0,712,2,11,test
37560,37560,Viga-Regular.ttf,Q,16,SANS_SERIF,0,39,622,-6,718,2,23,test
37561,37561,Viga-Regular.ttf,R,17,SANS_SERIF,0,83,622,0,712,2,18,test
37562,37562,Viga-Regular.ttf,S,18,SANS_SERIF,0,28,563,-6,718,1,36,test
37563,37563,Viga-Regular.ttf,T,19,SANS_SERIF,0,26,546,0,712,1,9,test
37564,37564,Viga-Regular.ttf,U,20,SANS_SERIF,0,62,606,-6,712,1,17,test
37565,37565,Viga-Regular.ttf,V,21,SANS_SERIF,0,3,578,-6,712,1,11,test
37566,37566,Viga-Regular.ttf,W,22,SANS_SERIF,0,6,881,0,717,1,18,test
37567,37567,Viga-Regular.ttf,X,23,SANS_SERIF,0,5,645,0,712,1,13,test
37568,37568,Viga-Regular.ttf,Y,24,SANS_SERIF,0,3,569,0,712,1,10,test
37569,37569,Viga-Regular.ttf,Z,25,SANS_SERIF,0,33,508,0,712,1,14,test
37570,37570,Shojumaru-Regular.ttf,A,0,DISPLAY,2,-137,1837,-152,1565,2,74,test
37571,37571,Shojumaru-Regular.ttf,B,1,DISPLAY,2,27,1661,-190,1534,3,69,test
37572,37572,Shojumaru-Regular.ttf,C,2,DISPLAY,2,10,1632,-96,1516,1,54,test
37573,37573,Shojumaru-Regular.ttf,D,3,DISPLAY,2,14,1728,-80,1538,2,46,test
37574,37574,Shojumaru-Regular.ttf,E,4,DISPLAY,2,18,1499,-106,1489,1,65,test
37575,37575,Shojumaru-Regular.ttf,F,5,DISPLAY,2,35,1507,-106,1468,1,57,test
37576,37576,Shojumaru-Regular.ttf,G,6,DISPLAY,2,10,1632,-106,1516,1,72,test
37577,37577,Shojumaru-Regular.ttf,H,7,DISPLAY,2,33,1735,-70,1518,1,70,test
37578,37578,Shojumaru-Regular.ttf,I,8,DISPLAY,2,88,653,-41,1491,1,24,test
37579,37579,Shojumaru-Regular.ttf,J,9,DISPLAY,2,-45,1339,-131,1552,1,35,test
37580,37580,Shojumaru-Regular.ttf,K,10,DISPLAY,2,39,1741,-123,1507,1,39,test
37581,37581,Shojumaru-Regular.ttf,L,11,DISPLAY,2,-4,1452,-27,1491,1,33,test
37582,37582,Shojumaru-Regular.ttf,M,12,DISPLAY,2,-20,2202,-90,1536,1,73,test
37583,37583,Shojumaru-Regular.ttf,N,13,DISPLAY,2,-20,1870,-76,1569,1,56,test
37584,37584,Shojumaru-Regular.ttf,O,14,DISPLAY,2,49,1817,-74,1464,2,39,test
37585,37585,Shojumaru-Regular.ttf,P,15,DISPLAY,2,27,1755,-135,1532,2,55,test
37586,37586,Shojumaru-Regular.ttf,Q,16,DISPLAY,2,49,1817,-483,1464,2,55,test
37587,37587,Shojumaru-Regular.ttf,R,17,DISPLAY,2,27,1767,-135,1532,2,63,test
37588,37588,Shojumaru-Regular.ttf,S,18,DISPLAY,2,23,1632,-121,1561,1,92,test
37589,37589,Shojumaru-Regular.ttf,T,19,DISPLAY,2,0,1430,-70,1647,1,46,test
37590,37590,Shojumaru-Regular.ttf,U,20,DISPLAY,2,70,1733,-70,1491,1,66,test
37591,37591,Shojumaru-Regular.ttf,V,21,DISPLAY,2,-68,1696,-18,1456,1,34,test
37592,37592,Shojumaru-Regular.ttf,W,22,DISPLAY,2,-45,2111,-80,1495,1,63,test
37593,37593,Shojumaru-Regular.ttf,X,23,DISPLAY,2,-63,1839,-29,1470,1,42,test
37594,37594,Shojumaru-Regular.ttf,Y,24,DISPLAY,2,-33,1954,-29,1450,1,39,test
37595,37595,Shojumaru-Regular.ttf,Z,25,DISPLAY,2,-12,1659,-41,1495,1,48,test
37596,37596,Slabo13px-Regular.ttf,A,0,SERIF,3,-60,480,0,540,2,17,test
37597,37597,Slabo13px-Regular.ttf,B,1,SERIF,3,0,400,0,540,3,21,test
37598,37598,Slabo13px-Regular.ttf,C,2,SERIF,3,25,460,0,540,1,25,test
37599,37599,Slabo13px-Regular.ttf,D,3,SERIF,3,0,455,0,540,2,14,test
37600,37600,Slabo13px-Regular.ttf,E,4,SERIF,3,0,400,0,540,1,25,test
37601,37601,Slabo13px-Regular.ttf,F,5,SERIF,3,0,400,0,540,1,23,test
37602,37602,Slabo13px-Regular.ttf,G,6,SERIF,3,25,540,0,540,1,31,test
37603,37603,Slabo13px-Regular.ttf,H,7,SERIF,3,0,540,0,540,1,29,test
37604,37604,Slabo13px-Regular.ttf,I,8,SERIF,3,0,180,0,540,1,13,test
37605,37605,Slabo13px-Regular.ttf,J,9,SERIF,3,-40,180,-120,540,1,19,test
37606,37606,Slabo13px-Regular.ttf,K,10,SERIF,3,0,480,0,540,2,15,test
37607,37607,Slabo13px-Regular.ttf,L,11,SERIF,3,0,420,0,540,1,15,test
37608,37608,Slabo13px-Regular.ttf,M,12,SERIF,3,0,660,0,540,1,29,test
37609,37609,Slabo13px-Regular.ttf,N,13,SERIF,3,0,540,0,540,1,23,test
37610,37610,Slabo13px-Regular.ttf,O,14,SERIF,3,25,515,0,540,2,13,test
37611,37611,Slabo13px-Regular.ttf,P,15,SERIF,3,0,425,0,540,2,18,test
37612,37612,Slabo13px-Regular.ttf,Q,16,SERIF,3,25,560,-120,540,2,23,test
37613,37613,Slabo13px-Regular.ttf,R,17,SERIF,3,0,480,0,540,2,34,test
37614,37614,Slabo13px-Regular.ttf,S,18,SERIF,3,-5,365,0,540,1,47,test
37615,37615,Slabo13px-Regular.ttf,T,19,SERIF,3,0,420,0,540,1,17,test
37616,37616,Slabo13px-Regular.ttf,U,20,SERIF,3,0,540,0,540,1,27,test
37617,37617,Slabo13px-Regular.ttf,V,21,SERIF,3,-60,480,0,540,1,17,test
37618,37618,Slabo13px-Regular.ttf,W,22,SERIF,3,-60,780,0,540,1,30,test
37619,37619,Slabo13px-Regular.ttf,X,23,SERIF,3,0,480,0,540,1,29,test
37620,37620,Slabo13px-Regular.ttf,Y,24,SERIF,3,-60,480,0,540,1,23,test
37621,37621,Slabo13px-Regular.ttf,Z,25,SERIF,3,0,400,0,540,1,15,test
37622,37622,Quantico-Regular.ttf,A,0,SANS_SERIF,0,20,644,0,700,2,9,test
37623,37623,Quantico-Regular.ttf,B,1,SANS_SERIF,0,90,565,0,700,3,11,test
37624,37624,Quantico-Regular.ttf,C,2,SANS_SERIF,0,90,585,-5,705,1,17,test
37625,37625,Quantico-Regular.ttf,D,3,SANS_SERIF,0,90,615,0,700,2,7,test
37626,37626,Quantico-Regular.ttf,E,4,SANS_SERIF,0,90,489,0,700,1,13,test
37627,37627,Quantico-Regular.ttf,F,5,SANS_SERIF,0,90,499,0,700,1,11,test
37628,37628,Quantico-Regular.ttf,G,6,SANS_SERIF,0,90,585,-5,705,1,19,test
37629,37629,Quantico-Regular.ttf,H,7,SANS_SERIF,0,90,625,0,700,1,13,test
37630,37630,Quantico-Regular.ttf,I,8,SANS_SERIF,0,90,190,0,700,1,5,test
37631,37631,Quantico-Regular.ttf,J,9,SANS_SERIF,0,20,445,-5,700,1,11,test
37632,37632,Quantico-Regular.ttf,K,10,SANS_SERIF,0,90,653,0,700,1,14,test
37633,37633,Quantico-Regular.ttf,L,11,SANS_SERIF,0,90,449,0,700,1,7,test
37634,37634,Quantico-Regular.ttf,M,12,SANS_SERIF,0,90,795,0,700,1,17,test
37635,37635,Quantico-Regular.ttf,N,13,SANS_SERIF,0,90,645,0,700,1,13,test
37636,37636,Quantico-Regular.ttf,O,14,SANS_SERIF,0,90,615,-5,705,2,9,test
37637,37637,Quantico-Regular.ttf,P,15,SANS_SERIF,0,90,555,0,700,2,9,test
37638,37638,Quantico-Regular.ttf,Q,16,SANS_SERIF,0,90,615,-200,705,2,12,test
37639,37639,Quantico-Regular.ttf,R,17,SANS_SERIF,0,90,610,0,700,2,12,test
37640,37640,Quantico-Regular.ttf,S,18,SANS_SERIF,0,80,555,-5,705,1,23,test
37641,37641,Quantico-Regular.ttf,T,19,SANS_SERIF,0,30,528,0,700,1,9,test
37642,37642,Quantico-Regular.ttf,U,20,SANS_SERIF,0,90,615,-5,700,1,11,test
37643,37643,Quantico-Regular.ttf,V,21,SANS_SERIF,0,20,644,0,700,1,9,test
37644,37644,Quantico-Regular.ttf,W,22,SANS_SERIF,0,30,926,0,700,1,17,test
37645,37645,Quantico-Regular.ttf,X,23,SANS_SERIF,0,30,621,0,700,1,13,test
37646,37646,Quantico-Regular.ttf,Y,24,SANS_SERIF,0,20,591,0,700,1,11,test
37647,37647,Quantico-Regular.ttf,Z,25,SANS_SERIF,0,50,525,0,700,1,13,test
37648,37648,Quantico-BoldItalic.ttf,A,0,SANS_SERIF,0,15,659,0,700,2,9,test
37649,37649,Quantico-BoldItalic.ttf,B,1,SANS_SERIF,0,85,646,0,700,3,11,test
37650,37650,Quantico-BoldItalic.ttf,C,2,SANS_SERIF,0,91,667,-5,705,1,17,test
37651,37651,Quantico-BoldItalic.ttf,D,3,SANS_SERIF,0,85,696,0,700,2,7,test
37652,37652,Quantico-BoldItalic.ttf,E,4,SANS_SERIF,0,85,577,0,700,1,13,test
37653,37653,Quantico-BoldItalic.ttf,F,5,SANS_SERIF,0,85,587,0,700,1,11,test
37654,37654,Quantico-BoldItalic.ttf,G,6,SANS_SERIF,0,81,657,-5,705,1,19,test
37655,37655,Quantico-BoldItalic.ttf,H,7,SANS_SERIF,0,85,713,0,700,1,13,test
37656,37656,Quantico-BoldItalic.ttf,I,8,SANS_SERIF,0,85,298,0,700,1,5,test
37657,37657,Quantico-BoldItalic.ttf,J,9,SANS_SERIF,0,21,533,-5,700,1,11,test
37658,37658,Quantico-BoldItalic.ttf,K,10,SANS_SERIF,0,85,727,0,700,1,14,test
37659,37659,Quantico-BoldItalic.ttf,L,11,SANS_SERIF,0,85,476,0,700,1,7,test
37660,37660,Quantico-BoldItalic.ttf,M,12,SANS_SERIF,0,85,882,0,700,1,17,test
37661,37661,Quantico-BoldItalic.ttf,N,13,SANS_SERIF,0,85,733,0,700,1,13,test
37662,37662,Quantico-BoldItalic.ttf,O,14,SANS_SERIF,0,91,697,-5,705,2,9,test
37663,37663,Quantico-BoldItalic.ttf,P,15,SANS_SERIF,0,85,636,0,700,2,9,test
37664,37664,Quantico-BoldItalic.ttf,Q,16,SANS_SERIF,0,91,697,-200,705,2,12,test
37665,37665,Quantico-BoldItalic.ttf,R,17,SANS_SERIF,0,85,646,0,700,2,12,test
37666,37666,Quantico-BoldItalic.ttf,S,18,SANS_SERIF,0,81,637,-5,705,1,23,test
37667,37667,Quantico-BoldItalic.ttf,T,19,SANS_SERIF,0,85,616,0,700,1,9,test
37668,37668,Quantico-BoldItalic.ttf,U,20,SANS_SERIF,0,91,703,-5,700,1,11,test
37669,37669,Quantico-BoldItalic.ttf,V,21,SANS_SERIF,0,88,742,0,700,1,9,test
37670,37670,Quantico-BoldItalic.ttf,W,22,SANS_SERIF,0,98,1008,0,700,1,17,test
37671,37671,Quantico-BoldItalic.ttf,X,23,SANS_SERIF,0,25,699,0,700,1,13,test
37672,37672,Quantico-BoldItalic.ttf,Y,24,SANS_SERIF,0,88,679,0,700,1,11,test
37673,37673,Quantico-BoldItalic.ttf,Z,25,SANS_SERIF,0,45,613,0,700,1,13,test
37674,37674,Quantico-Italic.ttf,A,0,SANS_SERIF,0,20,644,0,700,2,9,test
37675,37675,Quantico-Italic.ttf,B,1,SANS_SERIF,0,90,631,0,700,3,11,test
37676,37676,Quantico-Italic.ttf,C,2,SANS_SERIF,0,96,652,-5,705,1,17,test
37677,37677,Quantico-Italic.ttf,D,3,SANS_SERIF,0,90,681,0,700,2,7,test
37678,37678,Quantico-Italic.ttf,E,4,SANS_SERIF,0,90,562,0,700,1,13,test
37679,37679,Quantico-Italic.ttf,F,5,SANS_SERIF,0,90,572,0,700,1,11,test
37680,37680,Quantico-Italic.ttf,G,6,SANS_SERIF,0,96,652,-5,705,1,19,test
37681,37681,Quantico-Italic.ttf,H,7,SANS_SERIF,0,90,698,0,700,1,13,test
37682,37682,Quantico-Italic.ttf,I,8,SANS_SERIF,0,90,263,0,700,1,5,test
